Metabolite/Donor ID,Environment,Species1,Species2
4abzglu-e_e0,0.01667756493826654,-0.01667756493826654,0.0
alaasp_e0,60.85347463082101,0.0,-60.85347463082102
alathr_e0,202.93587503002442,0.0,-202.93587503002442
argarg_e0,-487.47194635055774,0.0,487.4719463505578
cpd00001_e0,0.0,623.7660264059903,-422.64366850110184
cpd00007_e0,1000.0,-345.62876150688476,-654.3712384931152
cpd00009_e0,-855.4017158434807,1000.0,-144.59828415651933
cpd00011_e0,-1000.0,0.0,1000.0
cpd00013_e0,-1000.0,1000.0,-1.4481275815129525e-13
cpd00020_e0,0.0,1000.0,-1000.0
cpd00023_e0,977.6847432721192,-977.6847432721192,0.0
cpd00024_e0,1000.0,-1000.0,0.0
cpd00025_e0,-500.00000000000006,500.00000000000006,0.0
cpd00027_e0,-1000.0000000000001,0.0,1000.0
cpd00028_e0,0.40572328594142265,0.0,-0.40572328594142265
cpd00029_e0,-1000.0,-2.2636533693662047e-13,1000.0000000000001
cpd00030_e0,0.42294929098229284,-0.01722600504087022,-0.4057232859414226
cpd00033_e0,-1000.0,992.7578673512976,7.242132648702268
cpd00034_e0,0.41422410753177974,-0.008500821590357083,-0.40572328594142265
cpd00035_e0,-536.3117029023648,302.312883716587,233.99881918577782
cpd00036_e0,-1000.0,1000.0,-1.5303364846328287e-13
cpd00039_e0,2.0205968232335803,26.97019195692098,-28.990788780154563
cpd00041_e0,-1000.0,633.6222850501094,366.37771494989056
cpd00047_e0,-1000.0,-2.2504728591342933e-14,1000.0
cpd00048_e0,0.10814241659521706,-0.10814241659521708,0.0
cpd00051_e0,7.3738270376976605,-7.37382703769766,0.0
cpd00053_e0,-123.8942681123177,0.0,123.8942681123177
cpd00054_e0,0.0,-121.45219865077419,121.45219865077419
cpd00058_e0,-882.0858417890604,882.0858417890603,0.0
cpd00060_e0,17.211433258613088,-3.825693793903017,-13.38573946471007
cpd00063_e0,0.5354792283983395,-0.12975594245691677,-0.40572328594142265
cpd00065_e0,-993.7889367222626,998.5829554203499,-4.794018698087199
cpd00066_e0,20.312018563459283,-4.618488891312332,-15.693529672146951
cpd00067_e0,-1000.0,532.9714702972386,2668.1508876076514
cpd00069_e0,15.106078248131878,-3.4376225631198833,-11.668455685011994
cpd00071_e0,999.9999999999999,-999.9999999999999,0.0
cpd00075_e0,-1000.0000000000001,1000.0000000000001,0.0
cpd00076_e0,999.9999999999999,0.0,-1000.0
cpd00080_e0,999.9999999999999,-1000.0,0.0
cpd00082_e0,-1000.0,0.0,1000.0
cpd00084_e0,310.5997819838756,-302.05456120825085,-8.545220775624726
cpd00099_e0,0.12975594245691677,-0.12975594245691677,0.0
cpd00104_e0,0.40577314413256843,-4.985819114578935e-05,-0.40572328594142265
cpd00105_e0,-40.695575299247004,0.0,40.695575299247004
cpd00106_e0,-1000.0,333.9592890198945,666.0407109801054
cpd00107_e0,0.0,-11.231330357551807,11.231330357551808
cpd00117_e0,-1000.0,37.78551625587142,962.2144837441285
cpd00119_e0,148.36177234296022,11.98171504047529,-160.34348738343553
cpd00122_e0,16.07526417768595,0.0,-16.07526417768595
cpd00129_e0,24.234987316630733,-5.510701221866231,-18.724286094764498
cpd00130_e0,334.0392615584921,-334.0392615584921,0.0
cpd00132_e0,0.0,20.397416611981765,-20.397416611982234
cpd00137_e0,0.0,1000.0,0.0
cpd00141_e0,-466.44564374550066,0.0,466.44564374550066
cpd00149_e0,0.40634651333074506,-0.000623227389322367,-0.4057232859414226
cpd00156_e0,57.42938079041893,-10.549045940817255,-46.88033484960168
cpd00161_e0,999.9999999999998,-1000.0,0.0
cpd00164_e0,-100.56117895244415,0.0,0.0
cpd00166_e0,0.4057232859414227,0.0,-0.40572328594142265
cpd00182_e0,243.1459882157081,-224.29019840809153,-18.855789807616553
cpd00184_e0,2.695078431444436,-0.6522947147603618,-2.042783716684074
cpd00205_e0,5.271708238101451,-4.865984952160028,-0.40572328594142265
cpd00209_e0,1000.0000000000002,-1000.0000000000002,0.0
cpd00214_e0,1000.0,0.0,0.0
cpd00218_e0,0.8114465718825299,0.0,-0.8114465718825299
cpd00220_e0,0.8114465718828453,0.0,-0.8114465718828453
cpd00221_e0,-438.4499042231841,1000.0,-561.5500957768159
cpd00226_e0,-654.5141855272375,654.5141855272375,0.0
cpd00239_e0,-299.7275298529033,299.7275298529033,0.0
cpd00244_e0,0.00805209787004498,-0.00805209787004498,0.0
cpd00246_e0,435.323582625918,-435.3235826259181,0.0
cpd00249_e0,14.234472945262333,0.0,-14.234472945262333
cpd00254_e0,0.6219831900362839,-0.21625990409486126,-0.40572328594142265
cpd00263_e0,0.40572328594142254,0.0,-0.40572328594142254
cpd00264_e0,0.40572328594142265,0.0,-0.40572328594142265
cpd00276_e0,-1000.0,-54.97675765164009,-146.14560025324826
cpd00280_e0,930.7369525788291,0.0,-930.7369525788291
cpd00288_e0,61.38087103915084,-61.38087103915084,0.0
cpd00305_e0,0.4112824742541782,-0.005559188312755512,-0.4057232859414227
cpd00311_e0,26.280346405868784,-6.063454058004022,-20.216892347864764
cpd00322_e0,44.757427290947,-7.2426252076975155,-37.51480208324948
cpd00355_e0,0.0567884797147837,-0.0567884797147837,0.0
cpd00359_e0,1000.0,-1000.0,0.0
cpd00363_e0,818.5019245581185,0.0,-818.5019245581185
cpd00367_e0,18.882758783911047,-7.5941254552752655,-11.288633328635783
cpd00383_e0,0.0055591883128732105,-0.0055591883128732105,0.0
cpd00391_e0,-0.016677564938266536,0.016677564938266536,0.0
cpd00393_e0,1.2171698578242682,0.0,-1.2171698578242682
cpd00430_e0,-999.9999999999999,0.0,1000.0
cpd00441_e0,-0.20707228194429628,0.20707228194429628,0.0
cpd00532_e0,1000.0,-1000.0,0.0
cpd00644_e0,0.8282487822989333,-0.016802210416235752,-0.8114465718826975
cpd00731_e0,-18.71957570099089,18.71957570099089,0.0
cpd00811_e0,0.20707228194429628,-0.20707228194429628,0.0
cpd00971_e0,0.40572328594134993,2.0884479426689502e-14,-0.4057232859414093
cpd01017_e0,-2.566755200231834e-13,2.5667552002318344e-13,0.0
cpd01092_e0,480.38664677959275,-480.38664677959275,0.0
cpd02027_e0,0.011118376625628722,-0.011118376625628722,0.0
cpd02090_e0,1.7329211496540526,-1.7329211496540526,0.0
cpd03586_e0,0.4850204834662387,-0.4850204834662387,0.0
cpd03587_e0,1000.0,0.0,0.0
cpd03725_e0,-500.0,0.0,0.0
cpd10515_e0,501.21183277587903,-500.4003862039962,-0.8114465718828452
cpd10516_e0,0.0,499.99999999999994,0.0
cpd11574_e0,0.00017450366901026272,-0.00017450366901026272,0.0
cpd11640_e0,-691.5104173515554,0.050032694814793714,691.4603846567405
cpd15387_e0,36.217615030590494,-36.217615030590494,0.0
cpd15396_e0,-37.43915140198177,37.43915140198177,0.0
cpd15483_e0,-1000.0,0.0,0.0
cpd15493_e0,-20.0469332356341,20.0469332356341,0.0
cpd15500_e0,0.4057232859412631,0.0,-0.4057232859412631
cpd30760_e0,882.1035165178214,-882.1035165178214,0.0
cps_bt_e0,0.40572328594142265,0.0,-0.4057232859414226
glyglu_e0,27.387272109001294,0.0,-27.387272109001294
hspg_degr_11_e0,1000.0,0.0,0.0
hspg_degr_12_e0,-1000.0,0.0,0.0
hspg_degr_6_e0,100.56117895244417,0.0,0.0
leuleu_e0,31.15728453320222,0.0,-31.15728453320222
lps_bt_e0,1.6905136914225942,0.0,-1.690513691422594
pe_cer1_bt_e0,0.4057232859414226,0.0,-0.4057232859414226
phearg_e0,1000.0000000000001,0.0,-1000.0000000000002
sphmyln_bt_e0,0.4057232859414226,0.0,-0.4057232859414226
tartr-D-e_e0,665.9607384415078,-665.9607384415078,0.0
zz_Environment,0.0,12310.360806071769,5124.503361745945
zz_Species1,10167.380586702922,0.0,132.68352900832625
zz_Species2,10879.34649120224,2192.935390741903,0.0
